cell_index,tick_idx,terrain_arr,is_water_arr,vegetation_arr,base_vegetation_arr,temp_arr,temp_365d_arr,moisture_arr,base_moisture_arr,water_balance_30d_arr,soil_moisture_arr,cell_lat_norm_arr,elevation_arr,vegetation_vitality_arr
371,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0063,0.0202,0.0420,0.0000
372,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0106,0.0202,0.0420,0.0000
373,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0064,0.0202,0.0420,0.0000
374,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0071,0.0202,0.0420,0.0000
375,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0127,0.0202,0.0420,0.0000
376,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0027,0.0202,0.0420,0.0000
377,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0064,0.0202,0.0420,0.0000
378,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0114,0.0202,0.0420,0.0000
379,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0025,0.0202,0.0420,0.0000
380,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0098,0.0202,0.0420,0.0000
381,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0114,0.0202,0.0420,0.0000
382,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0059,0.0202,0.0420,0.0000
383,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0061,0.0202,0.0420,0.0000
384,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0090,0.0202,0.0420,0.0000
385,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0057,0.0202,0.0420,0.0000
386,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
387,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
388,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
389,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
390,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0084,0.0202,0.0420,0.0000
391,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0081,0.0202,0.0420,0.0000
392,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0080,0.0202,0.0420,0.0000
393,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0080,0.0202,0.0420,0.0000
394,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0083,0.0202,0.0420,0.0000
395,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
396,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0086,0.0202,0.0420,0.0000
397,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0086,0.0202,0.0420,0.0000
398,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0086,0.0202,0.0420,0.0000
399,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
400,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
401,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0084,0.0202,0.0420,0.0000
402,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
403,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0109,0.0202,0.0420,0.0000
404,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0070,0.0202,0.0420,0.0000
405,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0063,0.0202,0.0420,0.0000
406,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0016,0.0202,0.0420,0.0000
407,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0079,0.0202,0.0420,0.0000
408,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0088,0.0202,0.0420,0.0000
409,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0089,0.0202,0.0420,0.0000
410,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0090,0.0202,0.0420,0.0000
411,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0088,0.0202,0.0420,0.0000
412,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0087,0.0202,0.0420,0.0000
413,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0087,0.0202,0.0420,0.0000
414,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0088,0.0202,0.0420,0.0000
415,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0092,0.0202,0.0420,0.0000
416,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0126,0.0202,0.0420,0.0000
417,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0122,0.0202,0.0420,0.0000
418,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0057,0.0202,0.0420,0.0000
419,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0026,0.0202,0.0420,0.0000
420,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0028,0.0202,0.0420,0.0000
421,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0033,0.0202,0.0420,0.0000
422,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0038,0.0202,0.0420,0.0000
423,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0128,0.0202,0.0420,0.0000
424,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
425,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0075,0.0202,0.0420,0.0000
426,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0042,0.0202,0.0420,0.0000
427,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0048,0.0202,0.0420,0.0000
428,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0054,0.0202,0.0420,0.0000
429,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0056,0.0202,0.0420,0.0000
430,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0057,0.0202,0.0420,0.0000
431,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0058,0.0202,0.0420,0.0000
432,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0057,0.0202,0.0420,0.0000
433,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0088,0.0202,0.0420,0.0000
434,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0089,0.0202,0.0420,0.0000
435,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0058,0.0202,0.0420,0.0000
436,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0058,0.0202,0.0420,0.0000
437,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0058,0.0202,0.0420,0.0000
438,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0058,0.0202,0.0420,0.0000
439,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0059,0.0202,0.0420,0.0000
440,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0087,0.0202,0.0420,0.0000
441,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0111,0.0202,0.0420,0.0000
442,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0081,0.0202,0.0420,0.0000
443,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0064,0.0202,0.0420,0.0000
444,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0036,0.0202,0.0420,0.0000
445,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0076,0.0202,0.0420,0.0000
446,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0085,0.0202,0.0420,0.0000
447,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0044,0.0202,0.0420,0.0000
448,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0118,0.0202,0.0420,0.0000
449,730,20,1,0,0,0.0000,0.0603,1.0000,1.0000,0.0000,-0.0290,0.0202,0.0420,0.0000
450,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0091,0.0303,0.0420,0.0000
451,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0112,0.0303,0.0420,0.0000
452,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
453,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
454,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
455,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
456,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
457,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
458,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
459,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
460,730,20,1,0,0,0.0000,0.0693,1.0000,1.0000,0.0000,0.0000,0.0303,0.0613,0.0000
461,730,20,1,0,0,0.0000,0.0693,1.0000,1.0000,0.0000,0.0000,0.0303,0.0613,0.0000
462,730,20,1,0,0,0.0000,0.0693,1.0000,1.0000,0.0000,0.0000,0.0303,0.0613,0.0000
463,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
464,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
465,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
466,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
467,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
468,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
469,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
470,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,-0.0000,0.0303,0.1110,0.0000
471,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
472,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
473,730,20,1,0,0,0.0000,0.0667,1.0000,1.0000,0.0000,0.0000,0.0303,0.1110,0.0000
474,730,20,1,0,0,0.0000,0.0693,1.0000,1.0000,0.0000,0.0000,0.0303,0.0613,0.0000
475,730,20,1,0,0,0.0000,0.0693,1.0000,1.0000,0.0000,0.0000,0.0303,0.0613,0.0000
476,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
477,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
478,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
479,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
480,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
481,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
482,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
483,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
484,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
485,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
486,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
487,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
488,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
489,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
490,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
491,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
492,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
493,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
494,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
495,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
496,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
497,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
498,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
499,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
500,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
501,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
502,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
503,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
504,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
505,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
506,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
507,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0022,0.0303,0.0420,0.0000
508,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
509,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
510,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
511,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
512,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
513,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
514,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
515,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
516,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
517,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
518,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
519,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
520,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
521,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
522,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
523,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
524,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
525,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
526,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
527,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
528,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
529,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
530,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
531,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
532,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0024,0.0303,0.0420,0.0000
533,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
534,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
535,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
536,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
537,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
538,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
539,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
540,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
541,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
542,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
543,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
544,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
545,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
546,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
547,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
548,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
549,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
550,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
551,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
552,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
553,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
554,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
555,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
556,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
557,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
558,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0014,0.0303,0.0420,0.0000
559,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
560,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
561,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0013,0.0303,0.0420,0.0000
562,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
563,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
564,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0019,0.0303,0.0420,0.0000
565,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
566,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0066,0.0303,0.0420,0.0000
567,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0031,0.0303,0.0420,0.0000
568,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0043,0.0303,0.0420,0.0000
569,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,0.0000,0.0303,0.0420,0.0000
570,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
571,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0053,0.0303,0.0420,0.0000
572,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
573,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
574,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
575,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
576,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
577,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
578,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
579,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
580,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
581,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
582,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
583,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
584,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
585,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
586,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0020,0.0303,0.0420,0.0000
587,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0022,0.0303,0.0420,0.0000
588,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
589,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0019,0.0303,0.0420,0.0000
590,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
591,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
592,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0024,0.0303,0.0420,0.0000
593,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0000,0.0303,0.0420,0.0000
594,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0033,0.0303,0.0420,0.0000
595,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
596,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
597,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0001,0.0303,0.0420,0.0000
598,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0110,0.0303,0.0420,0.0000
599,730,20,1,0,0,0.0000,0.0704,1.0000,1.0000,0.0000,-0.0073,0.0303,0.0420,0.0000
600,730,20,1,0,0,0.0000,0.0820,1.0000,1.0000,0.0000,-0.0058,0.0404,0.0420,0.0000
601,730,20,1,0,0,0.0000,0.0820,1.0000,1.0000,0.0000,-0.0237,0.0404,0.0420,0.0000
602,730,20,1,0,0,0.0000,0.0820,1.0000,1.0000,0.0000,-0.0024,0.0404,0.0420,0.0000
603,730,20,1,0,0,0.0000,0.0820,1.0000,1.0000,0.0000,0.0000,0.0404,0.0420,0.0000
604,730,20,1,0,0,0.0000,0.0820,1.0000,1.0000,0.0000,0.0000,0.0404,0.0420,0.0000
605,730,20,1,0,0,0.0000,0.0820,1.0000,1.0000,0.0000,0.0000,0.0404,0.0420,0.0000
606,730,20,1,0,0,0.0000,0.0809,1.0000,1.0000,0.0000,0.0000,0.0404,0.0613,0.0000
607,730,20,1,0,0,0.0000,0.0809,1.0000,1.0000,0.0000,0.0000,0.0404,0.0613,0.0000
608,730,20,1,0,0,0.0000,0.0809,1.0000,1.0000,0.0000,0.0000,0.0404,0.0613,0.0000
609,730,20,1,0,0,0.0000,0.0809,1.0000,1.0000,0.0000,0.0000,0.0404,0.0613,0.0000
610,730,20,1,0,0,0.0000,0.0809,1.0000,1.0000,0.0000,0.0000,0.0404,0.0613,0.0000
611,730,20,1,0,0,0.0000,0.0780,1.0000,1.0000,0.0000,0.0000,0.0404,0.1110,0.0000
