epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative
365,365,365,false,trade_planning,65535,365,365,6583,2400,120,260,11918,0,20057,513,25,0,5,16566153,81192750,28217300,27206253,1245492,27206253,4024993732,12710022,175287500,2275750,82000,2193750,65600000,109687500,0,0,0,117209375,0,0,6627307,-6627307,8,7401498814,1057357109,3836996210,960037027,16833595,4299529,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,119,0,0,initial_topology_capture,0,0,0,3072161,28,26604,14851,10639,215,88,127,151,9396,0,4123,32,0,0,208,99,31,0,13052674048,6000390645,0,0,0,6000,1,0,1,0,0,0,0,880538,21363615,17971005,3392610,820455483,364,363,4898,18019
366,366,366,false,trade_planning,65535,366,366,6582,2400,120,260,11918,0,19254,525,9,0,9,16103926,71999504,31015697,26110193,731866,26110193,3834570388,7205261,178675000,2321000,83500,2237500,66800000,111875000,0,0,0,119481250,0,0,6234777,-6234777,5,8197793833,1171113532,3648690127,960111125,16375005,4975296,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1383,119,0,0,initial_topology_capture,1383,1420,0,3072161,28,26604,14851,10639,215,88,127,151,9396,0,4123,32,0,0,190,0,18,0,13052674048,0,0,0,0,0,2,2,0,0,3,0,0,1163930,20746011,17462093,3283918,827699762,365,0,4912,18070
367,367,367,false,trade_planning,65535,367,367,6581,2400,120,260,11918,0,20024,492,21,0,14,16173772,80780964,32101672,27383135,1578670,27383135,3806737607,16371974,168537500,2103250,84500,2018750,67600000,100937500,0,0,0,112244375,0,0,6416976,-6416976,11,7769148569,1109878497,3621828133,949289814,16825555,3740481,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,12288,18616,0,4247,119,0,0,initial_topology_capture,4247,4259,0,3072161,28,26604,14851,10639,215,88,127,151,9396,0,4123,32,0,0,150,0,40,0,13048479744,0,0,0,0,6000,2,1,1,0,5,0,0,1493448,20869200,17557049,3312151,779790674,366,0,4915,18115
368,368,368,false,trade_planning,65535,368,368,6578,2400,120,260,11918,0,20790,455,26,0,6,16748013,83596654,33902744,28293454,1926205,28293454,4021949115,17414140,157125000,1942500,80000,1862500,64000000,93125000,0,0,0,104546250,0,0,6998283,-6998283,6,7443491410,1063356052,3847409975,987552338,17169549,4566597,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,0,40,119,0,0,initial_topology_capture,40,72,0,3072161,28,26604,14851,10639,215,88,127,151,9396,0,4123,32,0,0,132,0,18,0,13048479744,0,0,0,0,6000,1,0,1,0,1,1,0,881164,21964207,18309825,3654382,814354161,367,0,4930,18176
369,369,369,false,trade_planning,65535,369,369,6579,2400,120,260,11918,0,20515,505,21,0,7,17237213,81842600,32119810,27865238,2070058,27865238,4079362140,22726734,172162500,2213250,82000,2131250,65600000,106562500,0,0,0,115003125,0,0,7047625,-7047625,7,7608469759,1086924385,3884472906,976449946,17347683,5253548,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,119,0,0,initial_topology_capture,40,72,0,3096264,28,26800,14971,10736,216,88,128,154,9473,0,4145,32,0,0,211,97,18,0,13044285440,6455053073,0,0,0,0,3,3,0,0,2,0,0,1828170,21771009,18531356,3239653,855081833,368,367,4919,18221
370,370,370,false,trade_planning,65535,370,370,6577,2400,120,260,11918,0,20053,512,23,0,6,16790158,84890589,30154050,27199038,1539907,27199038,4159401619,17891548,174038300,2250751,82001,2168750,65600800,108437500,0,0,0,116526875,0,0,6811118,-6811118,5,7325629074,1046518560,3967471771,971405951,16964681,5244784,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,120,0,0,initial_topology_capture,0,0,0,3098272,28,26832,14987,10745,216,88,128,154,9473,0,4152,32,0,0,192,9,28,0,13044285440,500693789,0,0,0,0,0,0,0,0,2,0,0,0,21696707,18220949,3475758,830035940,369,70,4917,18262
371,371,371,false,trade_planning,65535,371,371,6576,2400,120,260,11918,0,19252,520,10,0,7,15853832,76821164,26419256,26103691,500752,26103691,3974618263,6445459,177112500,2289750,83500,2206250,66800000,110312500,0,0,0,118378125,0,0,6329539,-6329539,6,8333196953,1190456836,3791060304,950729659,16196677,5087768,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1247,120,0,0,initial_topology_capture,1247,1555,0,3098272,28,26832,14987,10745,216,88,128,154,9473,0,4152,32,0,0,173,0,19,0,13044285440,0,0,0,0,0,2,2,0,0,1,1,0,1233990,20544920,17183617,3361303,815961021,370,0,4932,18309
372,372,372,false,trade_planning,65535,372,372,6578,2400,120,260,11918,0,20014,495,21,0,3,16101146,76571665,35223324,27363178,1465016,27363178,3855455329,14324954,169475000,2122000,84500,2037500,67600000,101875000,0,0,0,112906250,0,0,6749976,-6749976,11,7806133151,1115162003,3671655375,953126876,16863744,4200632,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,8192,18616,0,2638,120,0,0,initial_topology_capture,2638,2977,0,3098272,28,26832,14987,10745,216,88,128,154,9473,0,4152,32,0,0,148,0,25,0,13044285440,0,0,0,0,0,2,2,0,0,3,0,0,1204740,20853836,17492360,3361476,789327847,371,0,4916,18343
373,373,373,false,trade_planning,65535,373,373,6579,2400,120,260,11918,0,20787,457,26,0,11,16280422,80389885,34575478,28282930,2081871,28282930,4174603585,21662556,156812500,1936250,80000,1856250,64000000,92812500,0,0,0,104325625,0,0,7128023,-7128023,9,7435555098,1062222281,3996128529,987368974,16963092,5140603,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,121,0,0,initial_topology_capture,0,0,0,3128542,28,27060,15119,10847,216,88,128,155,9562,0,4182,32,0,0,240,102,10,0,13044285440,8155347036,0,0,0,0,0,0,0,0,2,0,0,0,21743114,17899371,3843743,826437450,372,371,4899,18398
374,374,374,false,trade_planning,65535,374,374,6579,2400,120,260,11918,0,20512,504,21,0,8,16512042,82336211,33090348,27852710,1746555,27852710,4321704875,20053240,172162500,2213250,82000,2131250,65600000,106562500,0,0,0,115003125,0,0,7436374,-7436374,7,7617426444,1088203912,4129489135,981466887,17468586,3951659,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,122,0,0,initial_topology_capture,0,0,0,3159766,28,27296,15255,10946,216,88,128,155,9652,0,4219,32,0,0,319,99,20,0,13040091136,9489723046,0,0,0,12000,4,2,2,0,2,0,0,3017462,21687412,18002867,3684545,865132208,373,372,4896,18461
375,375,375,false,trade_planning,65535,375,375,6578,2400,120,260,11918,0,20049,512,21,0,6,17178455,81273164,33231841,27189781,2154869,27189781,4130328275,21023015,173639100,2250252,81502,2168750,65201600,108437500,0,0,0,116484375,0,0,6761705,-6761705,2,7198331313,1028333175,3935666160,969139532,17432665,4324669,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1259,122,0,0,initial_topology_capture,1259,1534,0,3159766,28,27296,15255,10946,216,88,128,155,9652,0,4219,32,0,0,282,0,37,0,13040091136,0,0,0,0,0,0,0,0,0,1,1,0,0,21565347,18539016,3026331,838862811,374,0,4885,18497
376,376,376,false,trade_planning,65535,376,376,6579,2400,120,260,11918,0,19246,519,10,0,6,16003404,77260901,28842041,26091183,876204,26091183,4108082592,9173952,176800000,2283500,83500,2200000,66800000,110000000,0,0,0,118157500,0,0,6488969,-6488969,6,8313269089,1187609994,3922108640,967466953,16322196,5136472,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,123,0,0,initial_topology_capture,0,0,0,3191690,29,27535,15391,11048,216,88,128,155,9738,0,4253,32,0,0,357,101,26,0,13040091136,5304618857,0,0,0,0,1,1,0,0,1,0,0,611340,20873858,17372781,3501077,833961223,375,374,4878,18544
377,377,377,false,trade_planning,65535,377,377,6574,2400,120,260,11918,0,20026,479,20,0,9,16803456,72788618,31773081,27370961,1018754,27370961,3789613396,11453005,166350000,2059500,84500,1975000,67600000,98750000,0,0,0,110700000,0,0,6698524,-6698524,6,7826929173,1118132873,3611810391,958625967,16875307,3750329,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,0,40,123,0,0,initial_topology_capture,40,72,0,3191690,29,27535,15391,11048,216,88,128,155,9738,0,4253,32,0,0,318,0,39,0,13040091136,0,0,0,0,9000,6,3,3,0,2,0,0,4028642,20883365,18007190,2876175,803030010,376,0,4869,18588
378,378,378,false,trade_planning,65535,378,378,6573,2400,120,260,11918,0,20779,453,26,0,4,17562565,82011594,32145000,28271617,1507395,28271617,4269581776,17353628,155475000,1917000,79500,1837500,63600000,91875000,0,0,0,103421250,0,0,7217251,-7217251,8,7324774081,1046396422,4096753148,1002899965,18749568,3925108,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,123,0,0,initial_topology_capture,40,72,0,3219482,29,27743,15511,11141,218,89,129,159,9816,0,4280,32,0,0,386,93,25,0,13040091136,2469844239,0,0,0,0,0,0,0,0,0,1,0,0,22162434,18920559,3241875,831031147,377,376,4870,18645
379,379,379,false,trade_planning,65535,379,379,6569,2400,120,260,11918,0,20507,500,19,0,12,18002339,83001753,29300685,27844254,2507134,27844254,4377996779,25808259,170113300,2187251,81001,2106250,64800800,105312500,0,0,0,113835625,0,0,7298993,-7298993,5,7474190521,1067741631,4182075220,1003868435,18185925,4552221,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,124,0,0,initial_topology_capture,0,0,0,3221295,29,27775,15527,11152,218,89,129,159,9820,0,4285,32,0,0,366,11,31,0,13040091136,400647515,0,0,0,0,1,1,0,0,2,0,0,601800,22366976,19220430,3146546,887489225,378,72,4872,18697
380,380,380,false,trade_planning,65535,380,380,6567,2400,120,260,11918,0,20054,502,21,0,8,18088538,82523045,29968847,27187968,1924684,27187968,4224907983,22238364,170739100,2199752,81002,2118750,64801600,105937500,0,0,0,114476875,0,0,6714202,-6714202,3,7212075659,1030296653,4031930519,983359331,18436190,3169471,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,0,40,124,0,0,initial_topology_capture,40,72,0,3221295,29,27775,15527,11152,218,89,129,159,9820,0,4285,32,0,0,328,0,38,0,13035896832,0,0,0,0,6000,1,0,1,0,2,0,0,897214,21836951,19241190,2595761,855599990,379,0,4875,18735
381,381,381,false,trade_planning,65535,381,381,6567,2400,120,260,11918,0,19245,516,11,0,4,16473779,78621310,29621889,26084992,970865,26084992,4209364662,12594344,175862500,2264750,83500,2181250,66800000,109062500,0,0,0,117495625,0,0,6694184,-6694184,8,8240858876,1177265672,4020907818,979549705,16722746,4625827,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,124,0,0,initial_topology_capture,40,72,0,3250351,29,27983,15647,11248,218,89,129,159,9911,0,4309,32,0,0,383,96,41,0,13035896832,5164355376,0,0,0,0,1,1,0,0,1,1,0,593740,21046910,17796088,3250822,850990083,380,379,4888,18792
382,382,382,false,trade_planning,65535,382,382,6569,2400,120,260,11918,0,20013,482,20,0,9,16757835,76130135,26561930,27360649,985383,27360649,3848466550,10757208,165412500,2040750,84500,1956250,67600000,97812500,0,0,0,110038125,0,0,6591321,-6591321,6,7950319667,1135760083,3672296842,957046559,17129986,4339444,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,125,0,0,initial_topology_capture,0,0,0,3252611,29,28015,15663,11256,218,89,129,159,9915,0,4317,32,0,0,352,8,39,0,13035896832,175931126,0,0,0,0,2,2,0,0,3,1,0,1207190,21020432,18015555,3004877,811772124,381,73,4885,18831
383,383,383,false,trade_planning,65535,383,383,6567,2400,120,260,11918,0,20777,448,25,0,9,18063116,79629876,31893065,28270692,1299137,28270692,4076870487,15487978,154537500,1898250,79500,1818750,63600000,90937500,0,0,0,102759375,0,0,6851299,-6851299,6,7186654471,1026665065,3906845009,985682383,18455362,3482184,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,125,0,0,initial_topology_capture,40,72,0,3278492,29,28223,15783,11334,221,89,132,160,10013,0,4356,32,0,0,387,78,43,0,13035896832,3551966882,0,0,0,13500,4,1,3,0,2,0,0,3113992,22103733,19300346,2803387,836568671,382,381,4859,18868
384,384,384,false,trade_planning,65535,384,384,6564,2400,120,260,11918,0,20498,497,18,0,12,18499267,86609761,26943354,27825661,2978608,27825661,4338381571,30735726,169400800,2180501,80501,2100000,64400800,105000000,0,0,0,113372500,0,0,7059704,-7059704,4,7382672749,1054667671,4138245045,999432522,19502340,2479539,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,126,0,0,initial_topology_capture,0,0,0,3282063,29,28255,15799,11343,221,89,132,160,10013,0,4363,32,0,0,343,9,53,0,13035896832,445985517,0,0,0,12000,3,1,2,0,3,2,0,2380626,22259551,19641150,2618401,871606593,383,76,4880,18916
385,385,385,false,trade_planning,65535,385,385,6565,2400,120,260,11918,0,20046,500,22,0,6,17510135,79490732,29098862,27177645,1092902,27177645,4042138597,14069554,170738300,2199751,81001,2118750,64800800,105937500,0,0,0,114276875,0,0,6306811,-6306811,5,7199683131,1028526287,3857330743,966896789,17445310,3632636,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,12288,18616,0,4128,126,0,0,initial_topology_capture,4128,4334,0,3282063,29,28255,15799,11343,221,89,132,160,10013,0,4363,32,0,0,297,0,46,0,13035896832,0,0,0,0,6000,1,0,1,0,0,1,0,874686,21348342,18710712,2637630,842303713,384,0,4889,18959
386,386,386,false,trade_planning,65535,386,386,6562,2400,120,260,11918,0,19246,510,11,0,4,17686599,76422973,28235676,26076735,948529,26076735,4065455246,10545736,173987500,2227250,83500,2143750,66800000,107187500,0,0,0,116171875,0,0,6178594,-6178594,7,8180544562,1168649341,3880922010,977927946,18114427,3543958,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,126,0,0,initial_topology_capture,40,72,0,3311399,29,28459,15919,11432,224,92,132,161,10105,0,4394,32,0,0,343,89,43,0,13035896832,3298835388,0,0,0,0,1,1,0,0,2,0,0,612540,21059994,18691791,2368203,870824594,385,384,4872,18997
387,387,387,false,trade_planning,65535,387,387,6559,2400,120,260,11918,0,20011,477,20,0,7,16533121,75174089,29618397,27345879,1214301,27345879,3857728386,13512488,164387500,2027750,84000,1943750,67200000,97187500,0,0,0,109354375,0,0,6601471,-6601471,6,8010419456,1144345752,3679828398,965901120,17302509,3525968,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,127,0,0,initial_topology_capture,0,0,0,3314019,29,28491,15935,11441,224,92,132,161,10105,0,4401,32,0,0,309,9,43,0,13035896832,780045053,0,0,0,1500,2,1,1,0,1,0,0,1262850,21089778,17863805,3225973,818526638,386,76,4879,19049
388,388,388,false,trade_planning,65535,388,388,6558,2400,120,260,11918,0,20772,447,24,0,7,17612592,81067532,32862550,28257131,1946090,28257131,4110291993,19928988,154225000,1892000,79500,1812500,63600000,90625000,0,0,0,102538750,0,0,6898531,-6898531,6,7310371500,1044338920,3936138005,983080184,18264534,3378481,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1270,127,0,0,initial_topology_capture,1270,1521,0,3314019,29,28491,15935,11441,224,92,132,161,10105,0,4401,32,0,0,267,0,42,0,13035896832,0,0,0,0,6000,1,0,1,0,0,0,0,903298,21984358,19009048,2975310,842988449,387,0,4874,19093
389,389,389,false,trade_planning,65535,389,389,6557,2400,120,260,11918,0,20489,497,17,0,8,18448730,83620244,32126062,27808666,1800592,27808666,4181637856,19219234,169000800,2180001,80001,2100000,64000800,105000000,0,0,0,113130000,0,0,6704578,-6704578,3,7405181203,1057883157,3993417822,986684664,18077105,3550953,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,8192,18616,0,2645,127,0,0,initial_topology_capture,2645,2966,0,3314019,29,28491,15935,11441,224,92,132,161,10105,0,4401,32,0,0,230,0,37,0,13035896832,0,0,0,0,6000,2,1,1,0,2,0,0,1517778,21920971,19526795,2394176,856563278,388,0,4860,19128
390,390,390,false,trade_planning,65535,390,390,6556,2400,120,260,11918,0,20041,499,23,0,4,17283840,83974133,29315526,27169381,1352151,27169381,4118518230,16237931,170112500,2187250,81000,2106250,64800000,105312500,0,0,0,113635625,0,0,6481080,-6481080,5,7333558157,1047651291,3932167799,970828970,17523015,4452753,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,12288,18616,0,3989,127,0,0,initial_topology_capture,3989,4458,0,3314019,29,28491,15935,11441,224,92,132,161,10105,0,4401,32,0,0,198,0,32,0,13035896832,0,0,0,0,0,1,1,0,0,1,1,0,597190,21475085,18599398,2875687,846324578,389,0,4874,19175
391,391,391,false,trade_planning,65535,391,391,6556,2400,120,260,11918,0,19244,511,9,0,3,16710152,79511372,26686683,26071637,797269,26071637,4103446336,9812494,174300000,2233500,83500,2150000,66800000,107500000,0,0,0,116392500,0,0,6359948,-6359948,4,8313038625,1187577073,3919333842,968508499,16780214,4459256,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,128,0,0,initial_topology_capture,0,0,0,3341010,29,28719,16067,11542,231,96,135,163,10186,0,4429,32,0,0,271,101,28,0,13035896832,4518057952,0,0,0,0,0,0,0,0,2,0,0,0,20794859,17934065,2860794,855964983,390,389,4834,19203
392,392,392,false,trade_planning,65535,392,392,6555,2400,120,260,11918,0,20005,477,17,0,9,16736347,76624951,28078985,27341965,963008,27341965,3870402711,9431116,163675000,2021000,83500,1937500,66800000,96875000,0,0,0,108891250,0,0,6508157,-6508157,2,8073199110,1153314283,3697296595,959909622,17297636,3327099,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,128,0,0,initial_topology_capture,40,72,0,3366120,29,28919,16183,11633,232,96,136,164,10274,0,4453,32,0,0,338,91,24,0,13035896832,3969200576,0,0,0,1500,2,1,1,0,2,2,0,1251100,20961177,18042365,2918812,820705157,391,157,4807,19237
393,393,393,false,trade_planning,65535,393,393,6555,2400,120,260,11918,0,20762,449,23,0,12,17966928,76154106,32830793,28249970,1541987,28249970,4000068273,13705223,154225000,1892000,79500,1812500,63600000,90625000,0,0,0,102538750,0,0,6486431,-6486431,6,7422501149,1060357437,3832138050,985898138,18698517,3911794,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,129,0,0,initial_topology_capture,0,0,0,3369087,29,28951,16199,11642,232,96,136,164,10274,0,4460,32,0,0,318,9,29,0,13035896832,767869840,0,0,0,0,0,0,0,0,1,0,0,0,22067308,19197492,2869816,849197150,392,81,4821,19293
394,394,394,false,trade_planning,65535,394,394,6556,2400,120,260,11918,0,20483,495,18,0,5,17912542,80151041,33954801,27795156,1331863,27795156,4175951822,14563206,168687500,2173750,80000,2093750,64000000,104687500,0,0,0,112709375,0,0,6556978,-6556978,3,7537267394,1076752627,3992701116,989203618,18266223,4524248,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,129,0,0,initial_topology_capture,40,72,0,3395739,29,29155,16319,11723,233,96,137,165,10381,0,4498,32,0,0,364,81,35,0,13035896832,3939305025,0,0,0,0,1,1,0,0,2,1,0,567430,21992815,19121512,2871303,865072952,393,392,4812,19336
395,395,395,false,trade_planning,65535,395,395,6553,2400,120,260,11918,0,20040,498,20,0,9,18124520,81513827,31112098,27161099,951918,27161099,4107999208,11380893,170113300,2187251,81001,2106250,64800800,105312500,0,0,0,113835625,0,0,6168678,-6168678,3,7384056897,1054865390,3926505015,1000952551,17444547,4588410,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,130,0,0,initial_topology_capture,0,0,0,3397462,29,29187,16335,11729,233,96,137,165,10381,0,4508,32,0,0,326,6,44,0,13035896832,437623780,0,0,0,6000,1,0,1,0,0,1,0,909038,22214280,19326101,2888179,890733207,394,81,4820,19379
396,396,396,false,trade_planning,65535,396,396,6553,2400,120,260,11918,0,19242,510,10,0,3,16870763,77268433,27845988,26064329,1277274,26064329,4123464233,12821234,173987500,2227250,83500,2143750,66800000,107187500,0,0,0,116171875,0,0,6361950,-6361950,7,8369756671,1195679651,3936655499,974207062,17003582,4638742,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,8192,18616,0,2662,130,0,0,initial_topology_capture,2662,2941,0,3397462,29,29187,16335,11729,233,96,137,165,10381,0,4508,32,0,0,269,0,57,0,13031702528,0,0,0,0,0,0,0,0,0,2,0,0,0,20996672,18042327,2954345,858075438,395,0,4840,19432
397,397,397,false,trade_planning,65535,397,397,6551,2400,120,260,11918,0,20000,474,17,0,3,17002498,75967436,29402089,27328491,847146,27328491,3916152232,8898894,163675000,2021000,83500,1937500,66800000,96875000,0,0,0,108891250,0,0,6532712,-6532712,5,8176937390,1168134039,3743578338,957217513,16928573,3751400,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,131,0,0,initial_topology_capture,0,0,0,3421601,29,29423,16471,11823,234,97,137,167,10474,0,4550,32,0,0,332,94,31,0,13031702528,4556686316,0,0,0,6000,3,2,1,0,1,0,0,2098954,21012324,18247240,2765084,815975295,396,395,4823,19478
398,398,398,false,trade_planning,65535,398,398,6552,2400,120,260,11918,0,20753,445,24,0,7,17722560,81379881,26658091,28234332,1818293,28234332,4174813302,19747301,152975000,1867000,79500,1787500,63600000,89375000,0,0,0,101656250,0,0,6916211,-6916211,6,7609225912,1087032401,4002091001,998736522,18322598,4725182,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,8192,18616,0,2854,131,0,0,initial_topology_capture,2854,2809,0,3421601,29,29423,16471,11823,234,97,137,167,10474,0,4550,32,0,0,285,0,47,0,13031702528,0,0,0,0,0,1,1,0,0,1,0,0,613120,22362735,19108850,3253885,857807280,397,0,4838,19534
399,399,399,false,trade_planning,65535,399,399,6552,2400,120,260,11918,0,20477,493,18,0,10,17500786,83119133,28705284,27791085,1105246,27791085,4332466498,13181640,168375000,2167500,80000,2087500,64000000,104375000,0,0,0,112488750,0,0,7040245,-7040245,3,7597975751,1085425252,4150909858,995512184,16946081,4924990,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,132,0,0,initial_topology_capture,0,0,0,3445469,29,29659,16607,11928,237,100,137,177,10575,0,4581,32,0,0,348,105,42,0,13031702528,5159184443,0,0,0,7500,3,1,2,0,2,0,0,2209052,22057490,18821399,3236091,890618450,398,397,4824,19585
400,400,400,false,trade_planning,65535,400,400,6553,2400,120,260,11918,0,20031,498,19,0,5,18193790,82274820,30338537,27147649,1834864,27147649,4340628524,18380015,169176600,2168502,81002,2087500,64801600,104375000,0,0,0,113373750,0,0,6735665,-6735665,1,7472114349,1067445034,4153071909,1013687832,18083154,5007117,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,8192,18616,0,2695,132,0,0,initial_topology_capture,2695,2915,0,3445469,29,29659,16607,11928,237,100,137,177,10575,0,4581,32,0,0,312,0,36,0,13027508224,0,0,0,0,0,0,0,0,0,2,1,0,0,22549065,19434734,3114331,908097253,399,0,4814,19622
401,401,401,false,trade_planning,65535,401,401,6553,2400,120,260,11918,0,19239,508,10,0,4,16901315,79604670,24201246,26061311,1329663,26061311,4218555495,14640532,173362500,2214750,83500,2131250,66800000,106562500,0,0,0,115730625,0,0,6455730,-6455730,6,8419589443,1202798623,4030552463,979500804,17153126,4647075,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,12288,18616,0,4022,132,0,0,initial_topology_capture,4022,4415,0,3445469,29,29659,16607,11928,237,100,137,177,10575,0,4581,32,0,0,260,0,52,0,13027508224,0,0,0,0,0,0,0,0,0,1,1,0,0,21027876,18076832,2951044,864131736,400,0,4828,19672
402,402,402,false,trade_planning,65535,402,402,6552,2400,120,260,11918,0,20003,471,17,0,2,16835866,81035242,27565925,27322322,1244860,27322322,4021097139,12339070,162562500,2013750,82500,1931250,66000000,96562500,0,0,0,108185625,0,0,6593753,-6593753,7,8254699087,1179242858,3846195569,973452794,17282452,3713867,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,133,0,0,initial_topology_capture,0,0,0,3473612,29,29895,16743,12025,237,100,137,177,10684,0,4620,32,0,0,323,97,34,0,13027508224,3940709784,0,0,0,7500,4,2,2,0,0,3,0,2811220,21258064,18122700,3135364,827823472,401,400,4787,19705
403,403,403,false,trade_planning,65535,403,403,6551,2400,120,260,11918,0,20750,445,23,0,3,17415279,88364190,24712051,28220932,1559645,28220932,4477458621,16439854,152975000,1867000,79500,1787500,63600000,89375000,0,0,0,101656250,0,0,7362655,-7362655,4,7643711803,1091958963,4308043767,1001536091,17701372,4972034,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1416,133,0,0,initial_topology_capture,1416,1414,0,3473612,29,29895,16743,12025,237,100,137,177,10684,0,4620,32,0,0,271,0,52,0,13023313920,0,0,0,0,0,2,2,0,0,1,1,0,1179650,22312044,18886822,3425222,865348916,402,0,4796,19751
404,404,404,false,trade_planning,65535,404,404,6550,2400,120,260,11918,0,20468,494,17,0,7,17273613,88207708,28372468,27772363,2685494,27772363,4393487689,25193508,168063300,2161251,80001,2081250,64000800,104062500,0,0,0,112468125,0,0,7069292,-7069292,3,7506765820,1072395250,4200230881,986302703,16835034,5724123,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,133,0,0,initial_topology_capture,40,72,0,3497850,29,30099,16863,12109,237,100,137,177,10779,0,4656,32,0,0,311,84,44,0,13023313920,3781394393,0,0,0,0,1,1,0,0,1,2,0,594020,21982940,18654320,3328620,879931289,403,402,4793,19799
