day,cell,merchant_cash,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_population,merchant_income,merchant_expense,population
199,837,36424363,10405170,46829533,143693,16612549,9,471847,381668,20
200,837,36514452,10445354,46959806,143923,16627023,9,472067,381978,20
201,837,36604410,10485608,47090018,144140,16642893,9,472240,382282,20
202,837,36694284,10525828,47220112,144354,16659022,9,472484,382610,20
203,837,36784123,10566008,47350131,144550,16677165,9,472762,382923,20
204,837,36873889,10606279,47480168,144748,16694995,9,473021,383255,20
205,837,36963600,10646469,47610069,144936,16713904,9,473296,383585,20
206,837,37053281,10686638,47739919,145115,16733789,9,473535,383854,20
207,837,37142868,10726749,47869617,145299,16753005,9,473812,384225,20
208,837,37232412,10766905,47999317,145481,16772385,9,474053,384509,20
209,837,37321900,10806985,48128885,145659,16792151,9,474347,384859,20
210,837,37411361,10846997,48258358,145844,16811051,9,474644,385183,20
211,837,37500574,10887423,48387997,146037,16828869,9,474432,385219,20
212,837,37589691,10928027,48517718,146231,16846482,9,474573,385456,20
213,837,37678740,10968626,48647366,146429,16863557,9,474810,385761,20
214,837,37767715,11009267,48776982,146636,16879517,9,475003,386028,20
215,837,37856614,11049945,48906559,146847,16894938,9,475207,386308,20
216,837,37945400,11090559,49035959,147058,16910264,9,475516,386730,20
217,837,38034107,11131330,49165437,147274,16924937,9,475689,386982,20
218,837,38122734,11172135,49294869,147492,16939301,9,475897,387270,20
219,837,38211284,11213023,49424307,147706,16954048,9,476058,387508,20
220,837,38299718,11253890,49553608,147929,16967669,9,476335,387901,20
221,837,38388105,11294787,49682892,148156,16980769,9,476555,388168,20
222,837,38476332,11335981,49812313,148384,16993644,9,476605,388378,20
223,837,38564427,11377291,49941718,148604,17007336,9,476680,388585,20
224,837,38652439,11418589,50071028,148829,17020380,9,476942,388930,20
225,837,38740340,11460026,50200366,149049,17033907,9,477043,389142,20
226,837,38828157,11501584,50329741,149276,17046558,9,477163,389346,20
227,837,38915900,11543169,50459069,149494,17060165,9,477486,389743,20
228,837,39003567,11584873,50588440,149713,17073585,9,477600,389933,20
229,837,39091161,11626459,50717620,149929,17087276,9,477946,390352,20
230,837,39178683,11668157,50846840,150141,17101352,9,478058,390536,20
231,837,39266118,11709850,50975968,150353,17115350,9,478301,390866,20
232,837,39353453,11751682,51105135,150562,17129607,9,478388,391053,20
233,837,39440695,11793714,51234409,150765,17144465,9,478509,391267,20
234,837,39527872,11835691,51363563,150970,17159029,9,478792,391615,20
235,837,39615131,11877351,51492482,151167,17174497,9,479322,392063,20
236,837,39702334,11918918,51621252,151362,17190128,9,479644,392441,20
237,837,39789536,11960391,51749927,151555,17205945,9,479972,392770,20
238,837,39876623,12002070,51878693,151755,17220878,9,479984,392897,20
239,837,39963612,12043792,52007404,151949,17236410,9,480254,393265,20
240,837,40050538,12085531,52136069,152148,17251308,9,480461,393535,20
241,837,40137407,12127276,52264683,152340,17266936,9,480647,393778,20
242,837,40224217,12169006,52393223,152532,17282499,9,480882,394072,20
243,837,40310971,12210598,52521569,152718,17298679,9,481242,394488,20
244,837,40397697,12252143,52649840,152910,17314129,9,481503,394777,20
245,837,40484456,12293519,52777975,153095,17330345,9,481903,395144,20
246,837,40571065,12335080,52906145,153291,17345214,9,482012,395403,20
247,837,40657543,12376814,53034357,153483,17360442,9,482047,395569,20
248,837,40743952,12418440,53162392,153681,17374923,9,482335,395926,20
249,837,40830291,12460063,53290354,153882,17388999,9,482565,396226,20
250,837,40916526,12501656,53418182,154086,17402654,9,482831,396596,20
251,837,41002722,12543186,53545908,154300,17415128,9,483141,396945,20
252,837,41088834,12584704,53673538,154517,17427194,9,483402,397290,20
253,837,41174853,12626273,53801126,154744,17438060,9,483683,397664,20
254,837,41260772,12667912,53928684,154977,17448175,9,483872,397953,20
255,837,41346585,12709515,54056100,155221,17456979,9,484157,398344,20
256,837,41432289,12751148,54183437,155467,17465484,9,484401,398697,20
257,837,41517880,12792807,54310687,155723,17472793,9,484661,399070,20
258,837,41603351,12834517,54437868,155982,17479691,9,484885,399414,20
259,837,41688686,12876318,54565004,156242,17486397,9,485083,399748,20
260,837,41773859,12918409,54692268,156507,17492454,9,485139,399966,20
261,837,41858907,12960559,54819466,156778,17497769,9,485373,400325,20
262,837,41943819,13002733,54946552,157055,17502340,9,485649,400737,20
263,837,42028598,13044952,55073550,157331,17506951,9,485878,401099,20
264,837,42113223,13087254,55200477,157606,17511593,9,486097,401472,20
265,837,42197711,13129624,55327335,157887,17515496,9,486331,401843,20
266,837,42282056,13172057,55454113,158169,17519215,9,486568,402223,20
267,837,42366268,13214667,55580935,158452,17522756,9,486692,402480,20
268,837,42450342,13257293,55707635,158731,17526668,9,486980,402906,20
269,837,42534310,13300004,55834314,159014,17530082,9,487256,403288,20
270,837,42618092,13342828,55960920,159296,17533517,9,487445,403663,20
271,837,42701777,13385585,56087362,159579,17536791,9,487764,404079,20
272,837,42785331,13428407,56213738,159853,17540987,9,488001,404447,20
273,837,42868751,13471412,56340163,160131,17544675,9,488106,404686,20
274,837,42952038,13514439,56466477,160406,17548625,9,488380,405093,20
275,837,43035192,13557509,56592701,160679,17552725,9,488627,405473,20
276,837,43118220,13600588,56718808,160948,17557196,9,488907,405879,20
277,837,43201134,13643677,56844811,161211,17562260,9,489187,406273,20
278,837,43283923,13686829,56970752,161474,17567256,9,489452,406663,20
279,837,43366585,13730103,57096688,161739,17571967,9,489583,406921,20
280,837,43449131,13773432,57222563,161999,17577159,9,489803,407257,20
281,837,43531559,13816729,57348288,162253,17582936,9,490109,407681,20
282,837,43613880,13860004,57473884,162504,17588977,9,490409,408088,20
283,837,43696049,13903415,57599464,162751,17595371,9,490530,408361,20
284,837,43778114,13946812,57724926,162991,17602459,9,490804,408739,20
285,837,43860074,13990207,57850281,163231,17609484,9,491066,409106,20
286,837,43941935,14033589,57975524,163464,17617204,9,491333,409472,20
287,837,44023700,14076940,58100640,163698,17624755,9,491616,409851,20
288,837,44105371,14120365,58225736,163925,17633000,9,491760,410089,20
289,837,44186966,14163826,58350792,164151,17641299,9,492001,410406,20
290,837,44268471,14207256,58475727,164374,17649862,9,492275,410770,20
291,837,44349888,14250649,58600537,164599,17658152,9,492554,411137,20
292,837,44431219,14294029,58725248,164819,17666921,9,492809,411478,20
293,837,44512466,14337377,58849843,165037,17675848,9,493082,411835,20
294,837,44593636,14380693,58974329,165257,17684506,9,493361,412191,20
295,837,44675160,14423404,59098564,164888,17756484,9,493623,412099,20
296,837,44756618,14466140,59222758,165121,17763759,9,493844,412386,20
297,837,44837985,14508824,59346809,165351,17771299,9,494131,412764,20
298,837,44919253,14551530,59470783,165585,17778350,9,494364,413096,20
299,837,45000424,14594262,59594686,165820,17785235,9,494601,413430,20
300,837,45081492,14637005,59718497,166064,17791096,9,494855,413787,20
301,837,45162452,14679783,59842235,166310,17796683,9,495098,414138,20
302,837,45243303,14722573,59965876,166556,17802211,9,495351,414500,20
303,837,45324046,14765434,60089480,166802,17807680,9,495551,414808,20
304,837,45404650,14808338,60212988,167051,17812758,9,495776,415172,20
305,837,45485109,14851295,60336404,167304,17817339,9,495999,415540,20
306,837,45565451,14894316,60459767,167561,17821434,9,496210,415868,20
307,837,45645709,14937267,60582976,167820,17825272,9,496511,416253,20
308,837,45725849,14980279,60706128,168079,17829052,9,496724,416584,20
309,837,45805877,15024222,60830099,168338,17832776,9,497032,417004,20
310,837,45886585,15064653,60951238,168599,17836542,9,500011,419303,20
311,837,45968375,15102148,61070523,168866,17840082,9,503377,421587,20
312,837,46049347,15146240,61195587,169415,17813593,9,497031,416059,20
313,837,46130283,15190021,61320304,169878,17796266,9,497516,416580,20
314,837,46211020,15233562,61444582,170349,17778122,9,497943,417206,20
315,837,46291538,15276801,61568339,170827,17759266,9,498446,417928,20
316,837,46371799,15319813,61691612,171305,17740417,9,498898,418637,20
317,837,46451845,15362540,61814385,171782,17721694,9,499398,419352,20
318,837,46531641,15404993,61936634,172255,17703391,9,499850,420054,20
319,837,46611187,15447166,62058353,172731,17684785,9,500350,420804,20
320,837,46690445,15489050,62179495,173204,17666480,9,500844,421586,20
321,837,46769459,15530684,62300143,173673,17648588,9,501338,422324,20
322,837,46848230,15572094,62420324,174144,17630498,9,501785,423014,20
323,837,46926718,15613232,62539950,174613,17612602,9,502275,423787,20
324,837,47004927,15654094,62659021,175077,17595200,9,502762,424553,20
325,837,47082908,15694722,62777630,175533,17578606,9,503244,425263,20
326,837,47160659,15735039,62895698,175991,17561812,9,503771,426020,20
327,837,47238097,15775102,63013199,176441,17545785,9,504243,426805,20
328,837,47315271,15814910,63130181,176890,17529841,9,504717,427543,20
329,837,47392223,15854416,63246639,177337,17514093,9,505229,428277,20
330,837,47468964,15893653,63362617,177777,17499035,9,505692,428951,20
331,837,47545170,15932593,63477763,178216,17483953,9,506202,429996,20
332,837,47621247,15971254,63592501,178629,17471441,9,506704,430627,20
333,837,47697035,16009677,63706712,179042,17458880,9,507133,431345,20
334,837,47772589,16047817,63820406,179451,17446681,9,507611,432057,20
335,837,47847954,16085701,63933655,179862,17434274,9,508074,432709,20
336,837,47923085,16123360,64046445,180271,17422032,9,508504,433373,20
337,837,47998029,16160788,64158817,180680,17409778,9,508933,433989,20
338,837,48072688,16197949,64270637,181088,17397572,9,509409,434750,20
339,837,48147066,16234893,64381959,181495,17385416,9,509839,435461,20
340,837,48221308,16271643,64492951,181903,17373169,9,510264,436022,20
341,837,48295321,16308178,64603499,182309,17361085,9,510694,436681,20
342,837,48369102,16344457,64713559,182714,17349067,9,511167,437386,20
343,837,48442860,16380503,64823363,183069,17341828,9,511541,437783,20
344,837,48516474,16416344,64932818,183496,17327765,9,511988,438374,20
345,837,48589844,16452019,65041863,183920,17313962,9,512387,439017,20
346,837,48662967,16487498,65150465,184348,17299760,9,512833,439710,20
347,837,48735843,16522773,65258616,184774,17285723,9,513280,440404,20
348,837,48808473,16557850,65366323,185200,17271663,9,513725,441095,20
349,837,48880860,16592731,65473591,185624,17257768,9,514171,441784,20
350,837,48953057,16627430,65580487,186049,17243777,9,514616,442419,20
351,837,49025008,16661985,65686993,186475,17229671,9,515014,443063,20
352,837,49096771,16696351,65793122,186901,17215563,9,515463,443700,20
353,837,49168178,16730529,65898707,187324,17201670,9,515904,444497,20
354,837,49239399,16764552,66003951,187746,17187866,9,516314,445093,20
355,837,49310043,16798394,66108437,188216,17169544,9,516813,446169,20
356,837,49380518,16832037,66212555,188615,17157710,9,517232,446757,20
357,837,49450767,16865548,66316315,189012,17146030,9,517597,447348,20
358,837,49520795,16898889,66419684,189405,17134683,9,518009,447981,20
359,837,49590606,16932102,66522708,189795,17123580,9,518369,448558,20
360,837,49660183,16965161,66625344,190183,17112621,9,518759,449182,20
361,837,49729722,16998043,66727765,190572,17101604,9,519169,449630,20
362,837,49798933,17030762,66829695,190953,17091236,9,519570,450359,20
363,837,49867932,17063364,66931296,191333,17080925,9,519916,450917,20
364,837,49936661,17095802,67032463,191712,17070652,9,520316,451587,20
365,837,50005184,17128085,67133269,192087,17060705,9,520708,452185,20
366,837,50073564,17160213,67233777,192460,17050925,9,521101,452721,20
367,837,50142167,17192185,67334352,192776,17046297,9,521430,452827,20
368,837,50210551,17224071,67434622,193168,17034905,9,521792,453408,20
369,837,50278721,17255749,67534470,193557,17023751,9,522200,454030,20
370,837,50346553,17287230,67633783,193944,17012703,9,522655,454823,20
371,837,50414175,17318566,67732741,194325,17002152,9,523056,455434,20
372,837,50481588,17349756,67831344,194707,16991486,9,523458,456045,20
373,837,50548917,17380802,67929719,195089,16980833,9,523857,456528,20
374,837,50616105,17411654,68027759,195466,16970608,9,524301,457113,20
375,837,50683090,17442394,68125484,195841,16960529,9,524695,457710,20
376,837,50749743,17472992,68222735,196216,16950376,9,525091,458438,20
377,837,50816211,17503388,68319599,196584,16940804,9,525541,459073,20
378,837,50882481,17533654,68416135,196952,16931202,9,525928,459658,20
379,837,50948553,17563738,68512291,197319,16921656,9,526360,460288,20
380,837,51014421,17593691,68608112,197693,16911479,9,526750,460882,20
381,837,51080090,17623482,68703572,198061,16901786,9,527168,461499,20
382,837,51145564,17653146,68798710,198428,16892150,9,527557,462083,20
383,837,51210767,17682687,68893454,198800,16882036,9,527945,462742,20
384,837,51275972,17712055,68988027,199171,16872045,9,528334,463129,20
385,837,51340980,17741318,69082298,199538,16862364,9,528720,463712,20
386,837,51405792,17770411,69176203,199905,16852654,9,529154,464342,20
387,837,51470405,17799391,69269796,200272,16842915,9,529539,464926,20
388,837,51534823,17828249,69363072,200637,16833316,9,529921,465503,20
389,837,51599042,17856999,69456041,201006,16823352,9,530310,466091,20
390,837,51662990,17885624,69548614,201377,16813169,9,530699,466751,20
391,837,51726317,17914136,69640453,201816,16797161,9,531158,467831,20
392,837,51789460,17942586,69732046,202162,16788882,9,531473,468330,20
393,837,51852353,17970923,69823276,202505,16780799,9,531833,468940,20
394,837,51915065,17999146,69914211,202847,16772768,9,532190,469478,20
395,837,51977600,18027261,70004861,203186,16764954,9,532546,470011,20
396,837,52040028,18055271,70095299,203526,16757049,9,532902,470474,20
397,837,52102282,18083175,70185457,203862,16749444,9,533255,471001,20
398,837,52164363,18111003,70275366,204197,16741889,9,533575,471494,20
399,837,52226268,18138673,70364941,204533,16734222,9,533924,472019,20
400,837,52288000,18166245,70454245,204865,16726851,9,534272,472540,20
401,837,52349494,18193712,70543206,205192,16719835,9,534622,473128,20
402,837,52410815,18221080,70631895,205524,16712379,9,534968,473647,20
403,837,52472476,18248353,70720829,205784,16710901,9,535240,473579,20
404,837,52533946,18275572,70809518,206141,16701503,9,535566,474096,20
405,837,52595155,18302691,70897846,206493,16692459,9,535934,474725,20
406,837,52656179,18329713,70985892,206844,16683468,9,536302,475278,20
407,837,52717018,18356644,71073662,207193,16674610,9,536668,475829,20
408,837,52777670,18383534,71161204,207545,16665481,9,536986,476334,20
409,837,52838120,18410337,71248457,207896,16656400,9,537339,476889,20
410,837,52898462,18437054,71335516,208246,16647395,9,537708,477366,20
411,837,52958694,18463681,71422375,208596,16638386,9,538074,477842,20
412,837,53018743,18490250,71508993,208944,16629510,9,538440,478391,20
413,837,53078608,18516728,71595336,209292,16620604,9,538801,478936,20
414,837,53138143,18543165,71681308,209711,16606002,9,539194,479659,20
415,837,53197496,18569467,71766963,210058,16597087,9,539557,480204,20
416,837,53256746,18595686,71852432,210403,16588328,9,539920,480670,20
417,837,53315818,18621820,71937638,210744,16579857,9,540276,481204,20
418,837,53374718,18647870,72022588,211077,16571988,9,540626,481726,20
419,837,53433449,18673841,72107290,211408,16564247,9,540974,482243,20
420,837,53492010,18699682,72191692,211741,16556322,9,541373,482812,20
421,837,53550478,18725442,72275920,212072,16548550,9,541721,483253,20
422,837,53608618,18751125,72359743,212406,16540466,9,542070,483930,20
423,837,53666674,18776726,72443400,212729,16533237,9,542411,484355,20
424,837,53724581,18802194,72526775,213050,16526140,9,542808,484901,20
425,837,53782329,18827585,72609914,213371,16519014,9,543148,485400,20
426,837,53839913,18852905,72692818,213693,16511783,9,543483,485899,20
427,837,53897337,18878104,72775441,214014,16504601,9,543872,486448,20
428,837,53954518,18903234,72857752,214335,16497367,9,544205,487024,20
429,837,54011616,18928289,72939905,214656,16490129,9,544541,487443,20
430,837,54068554,18953279,73021833,214977,16482864,9,544878,487940,20
431,837,54125331,18978163,73103494,215295,16475801,9,545241,488464,20
432,837,54181952,19002984,73184936,215610,16468941,9,545574,488953,20
433,837,54238415,19027714,73266129,215924,16462129,9,545903,489440,20
434,837,54294640,19052378,73347018,216240,16455112,9,546236,490011,20
435,837,54350710,19076968,73427678,216551,16448449,9,546560,490490,20
436,837,54406624,19101496,73508120,216861,16441833,9,546883,490969,20
437,837,54462466,19125967,73588433,217175,16434912,9,547214,491372,20
438,837,54517901,19150376,73668277,217493,16427586,9,547547,492112,20
439,837,54573178,19174719,73747897,217810,16420310,9,547882,492605,20
440,837,54628457,19199005,73827462,218129,16412905,9,548214,492935,20
441,837,54683583,19223225,73906808,218440,16406076,9,548542,493416,20
442,837,54738469,19247389,73985858,218753,16399045,9,548869,493983,20
443,837,54793201,19271487,74064688,219063,16392212,9,549192,494460,20
444,837,54847781,19295559,74143340,219372,16385428,9,549485,494905,20
445,837,54902207,19319572,74221779,219680,16378691,9,549806,495380,20
446,837,54956400,19343530,74299930,219987,16371979,9,550130,495937,20
447,837,55010362,19367429,74377791,220288,16365662,9,550448,496486,20
448,837,55064177,19391273,74455450,220590,16359245,9,550766,496951,20
449,837,55117845,19415057,74532902,220891,16352875,9,551082,497414,20
450,837,55171365,19438840,74610205,221193,16346405,9,551348,497828,20
451,837,55224823,19462566,74687389,221493,16340082,9,551664,498206,20
452,837,55278053,19486216,74764269,221789,16334004,9,551972,498742,20
453,837,55331226,19509810,74841036,222082,16328145,9,552279,499106,20
454,837,55384173,19533354,74917527,222377,16322088,9,552587,499640,20
455,837,55436978,19556887,74993865,222670,16316153,9,552845,500040,20
456,837,55489713,19580387,75070100,222961,16310358,9,553135,500400,20
457,837,55542046,19603839,75145885,224706,16198960,9,554970,502637,20
458,837,55594328,19627240,75221568,224996,16193309,9,555274,502992,20
459,837,55646476,19650592,75297068,225282,16187922,9,555575,503427,20
460,837,55698317,19673868,75372185,225569,16182387,9,555873,504032,20
461,837,55750030,19697091,75447121,225849,16177330,9,556169,504456,20
462,837,55801616,19720272,75521888,226124,16172607,9,556457,504871,20
463,837,55853067,19743405,75596472,226414,16166785,9,556763,505312,20
464,837,55904378,19766488,75670866,226705,16160866,9,557065,505754,20
465,837,55955550,19789533,75745083,226998,16154780,9,557373,506201,20
466,837,56006687,19812511,75819198,227291,16148700,9,557697,506560,20
467,837,56057773,19835376,75893149,227580,16142904,9,558049,506963,20
468,837,56108812,19858201,75967013,227866,16137322,9,558350,507311,20
469,837,56159721,19880978,76040699,228148,16131999,9,558645,507736,20
470,837,56210414,19903712,76114126,228430,16126628,9,558942,508249,20
471,837,56260978,19926381,76187359,228706,16121655,9,559229,508665,20
472,837,56311421,19948962,76260383,228981,16116731,9,559570,509127,20
473,837,56361650,19971751,76333401,229255,16111827,9,559595,509366,20
474,837,56411755,19994501,76406256,229526,16107111,9,559877,509772,20
475,837,56461647,20017623,76479270,229801,16102064,9,559726,509834,20
476,837,56511416,20040709,76552125,230070,16097414,9,560003,510234,20
477,837,56560891,20063894,76624785,230337,16092831,9,560109,510634,20
478,837,56610249,20087352,76697601,230602,16088365,9,560070,510712,20
479,837,56659491,20111107,76770598,230865,16084016,9,559995,510753,20
480,837,56708437,20134992,76843429,231129,16079523,9,560090,511144,20
481,837,56757267,20158846,76916113,231392,16075077,9,560368,511538,20
482,837,56805630,20183356,76988986,231653,16070647,9,559903,511540,20
483,837,56853878,20207838,77061716,231910,16066472,9,560170,511922,20
484,837,56901844,20232450,77134294,232160,16062712,9,560257,512291,20
485,837,56949710,20257356,77207066,232401,16059553,9,560160,512294,20
486,837,56997476,20282220,77279696,232643,16056303,9,560414,512648,20
487,837,57045331,20306537,77351868,232867,16054326,9,561177,513322,20
488,837,57093110,20330852,77423962,233077,16053295,9,561348,513569,20
489,837,57140652,20355613,77496265,233270,16053370,9,561028,513486,20
490,837,57188148,20380312,77568460,233442,16054876,9,561214,513718,20
491,837,57235610,20404947,77640557,233597,16057538,9,561380,513918,20
492,837,57282884,20430003,77712887,233730,16061656,9,561005,513731,20
493,837,57330161,20454995,77785156,233841,16067282,9,561084,513807,20
494,837,57377444,20479914,77857358,233928,16074553,9,561174,513891,20
495,837,57424774,20504415,77929189,233989,16083619,9,561602,514272,20
496,837,57472178,20528810,78000988,234027,16094282,9,561670,514266,20
497,837,57519660,20553071,78072731,234046,16106271,9,561758,514276,20
498,837,57567228,20577234,78144462,234048,16119453,9,561774,514206,20
499,837,57614734,20601735,78216469,234031,16133927,9,561276,513770,20
500,837,57662365,20626124,78288489,233992,16149957,9,561263,513632,20
501,837,57710299,20649621,78359920,233934,16167389,9,562053,514119,20
502,837,57757810,20673809,78431619,233861,16185750,9,561147,513636,20
503,837,57805490,20697860,78503350,233767,16205626,9,561079,513399,20
504,837,57853362,20721784,78575146,233653,16226960,9,560998,513126,20
505,837,57981381,20678717,78660098,150205,25297878,9,543945,415926,20
506,837,58098838,20687544,78786382,150294,25334114,9,489628,372171,20
507,837,58216259,20696283,78912542,150434,25361691,9,490013,372592,20
508,837,58333612,20705111,79038723,150624,25380760,9,490176,372823,20
509,837,58451416,20714272,79165688,150859,25392399,9,491592,373788,20
510,837,58566929,20736108,79303037,151110,25400319,9,483207,367694,20
511,837,58681206,20767520,79448726,151403,25400629,9,477814,363537,20
512,837,58795312,20802756,79598068,151731,25395005,9,478159,364053,20
513,837,58909247,20841533,79750780,152062,25388830,9,478506,364571,20
514,837,59023009,20883580,79906589,152394,25382442,9,478857,365095,20
515,837,59136593,20928645,80065238,152730,25375340,9,479207,365623,20
516,837,59249999,20976497,80226496,153067,25368027,9,479562,366156,20
517,837,59363631,21026433,80390064,153406,25360513,9,479915,366283,20
518,837,59476672,21076917,80553589,153753,25351460,9,480281,367240,20
519,837,59589530,21127925,80717455,154096,25343029,9,480640,367782,20
520,837,59702286,21179413,80881699,154440,25334427,9,481000,368244,20
521,837,59814857,21231387,81046244,154786,25325458,8,481361,368790,19
522,837,89287276,21282969,110570245,155133,37719446,9,390128,310636,19
523,837,89304897,21334877,110639774,155466,37646081,9,322077,304456,19
524,837,89322418,21387145,110709563,155799,37572988,9,322426,304905,19
525,837,89339757,21439712,110779469,156128,37501090,9,322769,305430,19
526,837,89356912,21492615,110849527,156461,37428461,9,323122,305967,19
527,837,88412557,21545811,109958368,156789,36955432,7,251582,238382,19
528,837,106707793,21576504,128284297,295462,23668701,8,490435,514914,19
529,837,102684834,25270299,127955133,4444172,1514242,8,738605,4761564,19
530,837,98633729,28711615,127345344,4376337,1477048,8,570906,4622011,19
531,837,94673853,31969544,126643397,4277761,1450418,8,558525,4518401,19
532,837,90807081,35051670,125858751,4177255,1424651,8,545895,4412667,19
533,837,87033444,37965158,124998602,4076906,1399056,8,533282,4306919,19
534,837,83351531,40715590,124067121,3977699,1373287,8,520823,4202736,19
535,837,79760267,43309480,123069747,3879940,1347229,8,508541,4099805,19
536,837,76258010,45752530,122010540,3783956,1320746,8,496490,3998747,19
537,837,71875699,48050611,119926310,3689854,1276594,6,363506,2924820,19
538,837,66781385,51973791,118755176,5386750,812472,6,449932,5544246,19
539,837,61838020,55649061,117487081,5251341,771729,6,461737,5405102,19
540,837,57019776,59107677,116127453,5118553,730059,6,450586,5268830,19
541,837,52324166,62357767,114681933,4988602,687390,6,439679,5135289,19
542,837,47748124,65407550,113155674,4861514,643672,6,429013,5005055,19
543,837,43289122,68264993,111554115,4737304,598862,6,418585,4877587,19
544,837,38944441,70938453,109882894,4615979,552919,6,408400,4753081,19
545,837,34711411,73433858,108145269,4497586,505792,6,398461,4631491,19
546,837,31799738,74579160,106378898,3169553,657514,6,388751,3300424,19
547,837,31690323,72965885,104656208,361063,5752062,6,379282,488697,19
548,837,31656835,71321934,102978769,278789,7441693,6,370062,403550,19
549,837,31875795,69489960,101365755,20151,103667912,6,361068,142108,19
550,837,32088716,67725591,99814307,20209,104060868,5,352382,139461,18
551,837,32296639,66041773,98338412,20267,104435413,5,327458,119535,18
552,837,32498930,64420325,96919255,20305,104892877,5,319741,117450,18
553,837,32695778,62858987,95554765,20341,105341453,5,312280,115432,18
554,837,32887364,61355956,94243320,20377,105771521,5,305072,113486,18
555,837,33073867,59908820,92982687,20413,106183752,5,298110,111607,18
556,837,33255454,58515406,91770860,20449,106578778,5,291379,109792,18
557,837,33432389,57174228,90606617,20484,106962753,5,284880,107945,18
558,837,33604743,55882949,89487692,20507,107393594,5,278587,106233,18
559,837,33772580,54640724,88413304,20529,107814301,5,272323,104486,18
560,837,33936144,53444477,87380621,20549,108231015,5,266451,102887,18
561,837,34095391,52293206,86388597,20569,108633163,5,260589,101342,18
562,837,34250652,51184720,85435372,20587,109032434,5,255110,99849,18
563,837,34402063,50116855,84518918,20605,109418762,5,249819,98408,18
564,837,34549748,49088697,83638445,20623,109792575,5,244699,97014,18
565,837,34694029,48097737,82791766,20639,110165603,5,239948,95667,18
566,837,34834641,47142870,81977511,20655,110526411,5,234975,94363,18
567,837,34971886,46221852,81193738,20671,110875986,5,230350,93105,18
568,837,35105876,45333472,80439348,20686,111220085,5,225876,91886,18
569,837,35236711,44476883,79713594,20701,111553697,5,221158,90323,18
570,837,35364494,43649944,79014438,20715,111882571,5,216962,89179,18
571,837,35489129,42851692,78340821,20727,112211876,5,212703,88068,18
572,837,35610899,42080406,77691305,20738,112537172,5,208761,86991,18
573,837,35730082,41334602,77064684,20747,112864831,5,205125,85942,18
574,837,35846375,40613932,76460307,20756,113183081,5,201218,84925,18
575,837,35960054,39916570,75876624,20763,113503737,5,197616,83937,18
576,837,36071190,39242216,75313406,20769,113821633,5,194109,82973,18
577,837,36179860,38589633,74769493,20773,114142555,5,190705,82035,18
578,837,36286133,37957607,74243740,20776,114461302,5,187394,81121,18
579,837,36390075,37347008,73737083,20778,114778128,5,184173,80231,18
580,837,36491759,36757163,73248922,20778,115098850,5,181050,79366,18
581,837,36591637,36185731,72777368,20777,115419431,5,178786,78908,18
582,837,36689007,35633355,72322362,20776,115732131,5,175078,77708,18
583,837,36785083,35096535,71881618,20772,116057538,5,173752,77676,18
584,837,36879154,34576136,71455290,20770,116365538,5,170975,76904,18
585,837,36971271,34071601,71042872,20771,116650580,5,167889,75772,18
586,837,37061487,33581970,70643457,20771,116935227,5,165501,75285,18
587,837,37149850,33105903,70255753,20773,117202742,5,163650,75287,18
588,837,37236409,32643003,69879412,20774,117470169,5,161721,75162,18
589,837,37321209,32192486,69513695,20776,117726355,4,160336,75536,17
590,837,37404294,31763226,69167520,20778,117977082,4,147885,64800,17
591,837,37485706,31345115,68830821,20775,118250937,4,145981,64569,17
592,837,37565489,30937654,68503143,20761,118582529,4,144320,64537,17
593,837,37643688,30540636,68184324,20736,118972643,4,142788,64589,17
594,837,37720344,30154047,67874391,20702,119410707,4,141170,64514,17
595,837,37794926,29778530,67573456,20659,119895845,4,138413,63831,17
596,837,37868055,29412927,67280982,20603,120454344,4,136947,63818,17
597,837,37939963,29056461,66996424,20534,121088605,4,135684,63776,17
598,837,38010501,28709463,66719964,20454,121788217,4,134148,63610,17
599,837,38079712,28371406,66451118,20362,122561241,4,132732,63521,17
600,837,38147632,28041866,66189498,20261,123391896,4,131328,63408,17
601,837,38214301,27720990,65935291,20148,124300795,4,129848,63179,17
602,837,38279755,27408111,65687866,20026,125272247,4,128478,63024,17
603,837,38344034,27103130,65447164,19893,126321550,4,127125,62846,17
604,837,38407171,26805727,65212898,19750,127445689,4,125695,62558,17
605,837,38469382,26515725,64985107,19598,128642178,4,124553,62342,17
606,837,38530336,26232718,64763054,19439,129899897,4,123422,62468,17
607,837,38590068,25956891,64546959,19271,131235467,4,121860,62128,17
608,837,38648616,25688548,64337164,19095,132646017,4,120054,61506,17
609,837,38706189,25426316,64132505,18909,134150341,4,119142,61569,17
610,837,38762816,25170530,63933346,18715,135739241,4,117808,61181,17
611,837,38818527,24920289,63738816,18513,137417543,4,116570,60859,17
612,837,38873516,24674384,63547900,18304,139183497,4,115769,60780,17
613,837,38927797,24433181,63360978,18090,141026650,4,114705,60424,17
614,837,38981220,24196584,63177804,17871,142950771,4,113705,60282,17
615,837,39033805,23964546,62998351,17648,144952371,4,112404,59819,17
616,837,39085568,23736949,62822517,17422,147027424,4,111507,59744,17
617,837,39136687,23513464,62650151,17193,149180592,4,110770,59651,17
618,837,39187014,23294101,62481115,16964,151388832,4,109701,59374,17
